перен.:разг.:3767
поэт.:разг.:1704
неодобр.:разг.:516
разг.:сниж.:494
перен.:прост.:472
пренебр.:разг.:394
ирон.:разг.:337
прост.:разг.:305
жарг.:перен.:241
книжн.:перен.:230
неодобр.:перен.:203
жарг.:мол.:195
перен.:пренебр.:163
разг.:экспр.:152
неодобр.:прост.:147
жарг.:разг.:142
разг.:фам.:139
разг.:умласк.:136
пренебр.:прост.:118
груб.:прост.:111
презр.:разг.:110
обсц.:экспр.:102
обсц.:перен.:111
вульг.:перен.:98
ирон.:перен.:96
перен.:поэт.:95
разг.:эвф.:93
вульг.:прост.:88
жарг.:пренебр.:85
жарг.:прост.:81
бранн.:перен.:76
ирон.:неодобр.:77
бранн.:прост.:74
ирон.:прост.:77
вульг.:разг.:70
высок.:перен.:67
разг.:унич.:67
диал.:прост.:67
разг.:уменьш.:61
жарг.:неодобр.:60
презр.:прост.:58
груб.:разг.:61
ласк.:разг.:56
обсц.:разг.:74
книжн.:поэт.:55
груб.:перен.:56
прост.:экспр.:60
бранн.:разг.:53
диал.:разг.:54
жарг.:обсц.:51
разг.:редк.:51
перен.:сниж.:49
перен.:сленг:51
прост.:фам.:45
высок.:книжн.:44
бранн.:обсц.:42
перен.:презр.:41
ирон.:пренебр.:43
неодобр.:обсц.:43
перен.:фам.:40
жарг.:сленг:39
ирон.:обсц.:41
обсц.:прост.:55
мол.:сленг:40
ирон.:книжн.:37
нар.-поэт.:разг.:36
книжн.:неодобр.:35
вульг.:жарг.:34
обсц.:пренебр.:38
жарг.:ирон.:32
жарг.:эвф.:33
высок.:поэт.:31
вульг.:ирон.:31
вульг.:неодобр.:31
перен.:унич.:30
пренебр.:унич.:28
мол.:неодобр.:30
вульг.:экспр.:27
вульг.:пренебр.:27
разг.:сленг:30
прост.:эвф.:36
прост.:сниж.:31
ласк.:уменьш.:25
детск.:разг.:24
диал.:перен.:24
неодобр.:сниж.:26
бранн.:вульг.:24
мол.:разг.:34
ирон.:презр.:25
неодобр.:пренебр.:23
груб.:жарг.:26
обсц.:редк.:23
перен.:редк.:23
жарг.:экспр.:23
вульг.:обсц.:22
бранн.:пренебр.:22
прост.:унич.:24
ирон.:мол.:23
вульг.:эвф.:21
книжн.:разг.:23
бранн.:груб.:20
диал.:обсц.:20
мол.:перен.:24
обсц.:унич.:19
неодобр.:экспр.:20
жарг.:сниж.:18
перен.:эвф.:21
пренебр.:сниж.:20
жарг.:презр.:19
мол.:экспр.:20
поэт.:прост.:19
груб.:обсц.:18
бранн.:жарг.:16
груб.:пренебр.:17
прост.:сленг:18
разг.:увелич.:16
нар.-поэт.:прост.:17
прост.:редк.:17
презр.:пренебр.:18
жарг.:унич.:15
вульг.:груб.:16
высок.:ирон.:15
книжн.:офиц.:14
вульг.:мол.:14
ирон.:экспр.:15
сниж.:экспр.:17
обсц.:презр.:14
мол.:прост.:23
перен.:экспр.:15
бранн.:сниж.:13
бранн.:презр.:13
вульг.:сниж.:13
книжн.:экспр.:12
диал.:нар.-поэт.:12
бранн.:эвф.:11
ирон.:сниж.:12
мол.:обсц.:13
диал.:жарг.:11
бранн.:неодобр.:11
груб.:презр.:11
интернет.:ирон.:11
искаж.:разг.:11
ласк.:фам.:10
мол.:пренебр.:13
ирон.:эвф.:12
груб.:эвф.:14
презр.:сниж.:11
полит.жарг.:презр.:10
книжн.:редк.:10
умласк.:унич.:11
вульг.:презр.:9
офиц.:перен.:9
бранн.:унич.:9
эвф.:экспр.:9
нар.-поэт.:перен.:10
обсц.:эвф.:13
жарг.:интернет.:9
прост.:умласк.:8
книжн.:прост.:9
обсц.:сниж.:12
пренебр.:фам.:8
сленг:эвф.:13
неодобр.:сленг:8
разг.:усилит.:8
перен.:умласк.:8
интернет.:разг.:8
уменьш.:унич.:11
обсц.:усилит.:8
ласк.:усилит.:8
высок.:трад.-поэт.:7
комп.жарг.:пренебр.:7
вульг.:сленг:7
пренебр.:сленг:9
высок.:разг.:7
одобр.:разг.:7
обсц.:сленг:10
