разг. эвф.$"к междометию ёб твою мать!"
вульг. обсц. прост. экспр.$"восклицание удивления, раздражения, недовольства, злости {{итп}}"
книжн. перен.$": лучшая, отборная часть чего-либо или какого-либо сообщества"
нар.-поэт. разг.$"употребляется для присоединения сравнительных оборотов {{семантика|2|синонимы=будто, как, словно|антонимы=|гиперонимы=|гипонимы=}}"
ласк. разг.$"''употребляется как вопросительный отклик на обращение или при переспросе нераслышанного''"
ласк. разг.$"; ''употребляется как вопросительный отклик на обращение или при переспросе нераслышанного''"
прост. разг.$"вариант предлога о. Используется перед гласными звуками, а в  и  может употребляться перед любым словом, начинающимся с согласного звука"
перен. разг.$"о трудной, тяжелой, напряженной ситуации, создавшейся где-либо"
перен. разг.$"южный, тропический, характеризующийся очень тёплым климатом"
высок. книжн.${{t:=|подарок|подношение}}
диал. прост.${{t:=|насквозь}}
жарг. эвф.$презерватив
пренебр. прост.$"возглас, выражающий категорическое несогласие или отказ от чего-либо"
перен. разг.${{t:=|взрослый}}
перен. разг.$"бо́льший из нескольких"
пренебр. прост.$"''выражает скептическое, насмешливое отношение, часто в сочетании с «мне»;'' вот ещё"
перен. поэт.$"''о чёрных глазах, волосах''{{-}}ошибочно вместо гагат"
поэт. разг.$"{{t:=|драгоценный камень}}"
ирон. перен. разг.$"нечто выдающееся в ряду подобных"
перен. разг.$"нечто нелепое, смешное, бессмысленное"
перен. разг.$"молодой, неопытный человек"
разг. эвф.$"проститутка {{семантика|синонимы=девка, девушка лёгкого поведения, проститутка, шалава, шлюха|антонимы=-|гиперонимы=женщина, профессия|гипонимы=девочка по вызову}}"
ласк. фам.$"{{t:=|мальчик }}"
разг. умласк.$"; мальчик, подросток"
перен. разг.$"{{t:=|шкет|мальчишка}}; также человек невысокого роста"
жарг. перен.$"солдат срочной службы, призванный недавно"
бранн. перен.$"тупой или бесчувственный человек"
вульг. перен. презр.$"очень пассивный, безынициативный половой партнёр"
неодобр. разг.$"похотливый мужчина, сластолюбец"
неодобр. разг.$"химические реактивы, искусственно созданные вещества (в противоположность продуктам естественного происхождения)"
перен. разг.$"много работающее животное или интенсивно используемая машина"
перен. трад.-поэт.$"борец за что-либо, поборник чего-либо"
высок. книжн. трад.-поэт.$"бой, битва, сеча, сражение; война"
книжн. офиц.$"действие по значению гл. принимать"
перен. разг.$"избитая форма выражения мысли или художественная манера; штамп"
перен. разг.$"''употребляется как ласково-фамильярное обращение к лицу мужского пола''"
перен. разг.$"рассказывать о чём-либо длинно, подробно, многословно"
перен. разг.$"бить, наносить удары"
перен. прост.$"употребляется при обозначении громкого, грубого смеха (обычно с повторением)"
перен. унич.$"неповоротливая, толстая или неумная женщина"
высок. жарг. сниж.${{t:=|жизнь}}
перен. разг.${{t:=|сутки}}
высок. перен. поэт.$"период упадка, ослабления; конец, исход"
высок. перен.$"источник чего-либо радостного, хорошего"
перен. поэт.$"источник радости, наслаждения"
разг. сниж.$"употребляется при передаче чужой речи; соответствует по значению словам: говорит, говорят, дескать, мол"
высок. перен.$"'''часа́'''}}: время, пора, момент {{семантика|синонимы=пора, година, момент|антонимы=|гиперонимы=время|гипонимы=-}}"
перен. разг.$"необъятное количество, изобилие {{семантика|синонимы={{синонимы:много}}|антонимы={{синонимы:мало}}|гиперонимы=|гипонимы=}}"
книжн. перен.$"точка зрения, определённая сторона рассмотрения чего-либо"
жарг. разг.$"музыкальный коллектив"
перен. пренебр.$"безликая масса людей"
перен. разг.$"начать делать (со значением, выраженным стоящим далее глаголом)"
перен. разг.$"(''о каком-либо деле, часто{{-}}безл.'') начать делаться, совершаться"
перен. разг.$"заставить прийти, вызвать появление {{семантика|синонимы=|антонимы=|гиперонимы=|гипонимы=}}"
жарг. перен.$"{{t:=|предприятие}}, как правило, оборонного назначения {{семантика|синонимы=предприятие; {{жарг.|-}}: контора|антонимы=|гиперонимы=организация|гипонимы=шарашка}}"
перен. пренебр. разг.$"{{t:=|телевизор}} {{семантика|синонимы={{синонимы:телевизор}}|антонимы=-|гиперонимы=прибор|гипонимы=}}"
перен. разг.$"достигнуть какого-либо результата, успеха, делая, выполняя что-либо"
перен. разг.$"показать, исполнить что-то неожиданное"
бранн. жарг.$"''о неумелом игроке в компьютерные игры (с низким рейтингом)''{{??}}"
перен. поэт.$"}}: страсти; темперамент"
перен. пренебр.$"связанный с максимальной экономией"
перен. пренебр.$"что угодно с приставкой евро-"
груб. пренебр.$"''об Израиле''"
высок. перен.$"область, сфера, мир, где господствуют те или иные явления, начала, отношения {{итп}}"
высок. перен.$"группа выдающихся личностей, присутствующих или работающих в одном месте"
книжн. перен.$"область, пределы распространения чего-либо"
книжн. перен.$"среда, общественное окружение"
мол. пренебр. разг.$"то же, что невежда"
перен. разг.$"полная неудача"
перен. разг.$"в очень большой степени"
перен. разг.$"лично встречаться, общаться с кем-либо или друг с другом"
перен. разг.$сталкиваться
разг. сниж.$"вмешиваться во что-либо (''в чужие дела'', ''в чей-либо разговор {{итп}}'')"
прост. фам.$"выдающийся, замечательный, превосходный"
неодобр. перен.$"субъект, тип"
перен. разг.$"представитель какой-либо группы или какого-либо разряда людей, характеризующихся определёнными свойствами; также отдельный человек как носитель каких-либо особенных свойств"
прост. разг.${{семантика|синонимы=|антонимы=|гиперонимы=|гипонимы=}}
бранн. разг.$"в составе некоторых выражений употребляется в функции междометия для выражения досады, недовольства, раздражения"
перен. прост.$"используется в качестве ругательства (''обычно беззлобного'') в отношении того, с кем или чем трудно совладать: о норовистом животном, упрямом или непонятливом человеке {{итд}}; {{тж.}} в качестве самоиронии"
перен. разг. сниж.$"о том, кто обнаруживает, проявляет умение, силу, сноровку, ловкость {{итп}}"
перен. прост.$": {{выдел|чёртом}}: лихо, молодцевато"
перен. разг.$"мастер высшей квалификации"
перен. разг.$"тяжёлый, мучительный процесс появления и формирования чего-либо нового"
ирон. перен.$"забавная ситуация, интересное, необычное происшествие"
жарг. перен.$"пленный, захваченный с целью получения информации, сведений о противнике {{семантика|синонимы=|антонимы=—|гиперонимы=пленный|гипонимы=}}"
перен. поэт.$"народ, этнос {{семантика|синонимы=|антонимы=—|гиперонимы=общество|гипонимы=}}"
перен. разг.$"необычный, отступающий от нормы поступок, причуда, причудливый оборот речи"
перен. разг.$"место, где очень холодно"
